CPF,Nome Completo,Profissão,Trabalha com Carteira Assinada,Idade,Localização,Renda Mensal,Estado Civil,Número de Dependentes,Score de Crédito,Inadimplência Anterior,Valor Total do Crédito em Aberto,Tipo de Crédito Utilizado Anteriormente,Valor da Compra a Crédito,Número de Parcelas,Taxa de Juros Mensal (%),Taxa de Juros Anual (%),Percentual de Entrada (%),Valor da Entrada,Compra com Entrada,Tipo de Produto ou Serviço Adquirido,Data da Compra,Data de Entrega,Data da Última Compra,Data da Próxima Parcela,Número de Compras a Crédito Anteriores,Montante Total Já Financiado,Percentual de Comprometimento de Renda (%),Status do Pagamento Atual,Canal de Aquisição,Comentários e Histórico de Interações
851.469.072-85,João Miguel da Rocha,Policial civil,True,29,Freitas da Prata,5615,Viúvo,1,426,False,47643.59,Pessoal,20462.59,36,2.38,19.56,10,431.37,True,Ferramentas,2024-03-26,2024-11-20,2022-01-28,2024-11-18,13,14143.53,38.58,Renegociado,Online,Culpa repellendus voluptatibus occaecati delectus quasi explicabo animi delectus suscipit voluptatibus excepturi fuga.
065.279.841-11,Alícia Duarte,Designer de interiores,True,63,Costa Alegre,10620,Solteiro,4,745,True,48487.18,Parcelamento em Loja,25464.22,6,2.85,23.83,40,1555.29,True,Ferramentas,2022-06-19,2024-11-22,2021-09-17,2024-12-14,4,99202.66,38.49,Atrasado,Online,Tempore doloribus tempore ratione laboriosam reiciendis.
315.802.497-79,Dra. Laura Melo,Necromaquiador,False,43,Carvalho de Rezende,3995,Viúvo,0,821,True,36978.36,Pessoal,41082.26,6,2.25,8.25,10,5511.15,True,Ferramentas,2023-01-02,2024-11-24,2022-08-09,2024-11-09,3,9370.21,28.28,Renegociado,Online,Sequi beatae animi id recusandae eius.
792.610.345-43,Guilherme Lopes,Neurologista,True,26,Correia,17719,Divorciado,2,720,False,39840.45,Imobiliário,46320.43,12,2.04,26.98,20,9884.21,True,Ferramentas,2023-03-17,2024-11-18,2021-04-25,2024-11-25,1,36734.23,41.96,Em dia,Online,Ab pariatur dolorem nam esse commodi natus corrupti suscipit.
309.825.741-50,Valentina Barbosa,Estampador de tecidos,False,24,da Mata,15360,Solteiro,0,592,True,24791.3,Parcelamento em Loja,7768.38,36,2.04,9.06,30,8446.77,False,Móveis,2023-11-27,2024-11-17,2024-08-05,2024-11-27,4,56035.73,16.23,Atrasado,Telefone,Dolor harum illo animi quos optio.
403.268.519-33,Vitória Peixoto,Estampador de tecidos,True,56,da Mata,11461,Viúvo,0,683,False,20958.05,Imobiliário,34391.14,12,2.28,15.53,30,2026.71,False,Móveis,2023-03-08,2024-11-19,2022-01-25,2024-12-11,18,26373.55,40.98,Atrasado,Online,Necessitatibus quam omnis harum et eius labore facere.
568.937.201-30,Esther Araújo,Técnico em segurança do trabalho,False,68,Aragão da Serra,12253,Viúvo,3,406,False,14180.94,Imobiliário,13467.72,6,0.81,28.31,30,756.96,True,Ferramentas,2024-06-01,2024-11-16,2021-06-11,2025-01-03,4,97151.22,47.49,Renegociado,Telefone,Necessitatibus reiciendis vel optio fuga incidunt quam asperiores necessitatibus.
754.603.819-75,Thomas Melo,Cabeleireiro,True,26,da Rosa,16506,Solteiro,0,305,False,36860.58,Parcelamento em Loja,19928.38,12,0.79,15.28,20,1127.59,True,Eletrônicos,2024-02-16,2024-11-23,2022-01-19,2024-11-17,19,76653.69,20.4,Renegociado,Online,Ex earum necessitatibus perferendis nemo fugiat voluptates nihil iste libero.
845.062.913-60,Sr. Emanuel Viana,Protesista,False,38,Ramos de Minas,7734,Solteiro,0,850,True,37336.76,Veículo,20521.22,48,1.75,24.74,10,5888.02,True,Ferramentas,2022-09-11,2024-12-04,2022-01-12,2024-11-10,15,99943.45,43.82,Em dia,Telefone,Animi rem repellat accusantium cumque voluptate pariatur architecto.
962.537.801-40,Raul Farias,Oficial de justiça,True,43,Lima,7026,Divorciado,2,725,False,33432.61,Veículo,38318.55,36,1.5,23.49,20,6397.88,False,Móveis,2024-08-04,2024-11-27,2021-08-07,2024-11-14,1,28783.31,13.07,Renegociado,Telefone,Atque quas at esse velit nemo quibusdam inventore veniam illo minus officia.
964.508.317-66,Pietra das Neves,Inspetor,False,48,Costela,1798,Solteiro,4,568,False,7667.51,Imobiliário,47490.18,6,2.02,19.75,0,81.88,False,Eletrodomésticos,2022-08-24,2024-11-06,2022-08-29,2024-12-10,17,71530.12,12.69,Em dia,Online,Alias veritatis labore asperiores incidunt tempora doloremque reiciendis voluptates delectus ipsa.
027.916.583-86,Isis Silveira,Técnico em segurança do trabalho,True,57,Barros das Flores,4278,Viúvo,2,768,False,27034.24,Pessoal,12955.35,24,0.99,18.87,30,8780.2,True,Móveis,2024-05-21,2024-12-02,2024-02-12,2024-12-18,14,68786.12,25.49,Atrasado,Telefone,Perferendis adipisci vero possimus vitae modi labore molestias explicabo sapiente.
560.413.298-51,Sr. Leonardo Almeida,Engenheiro químico,False,35,da Luz Paulista,10726,Divorciado,3,504,False,1837.92,Imobiliário,8205.6,24,0.67,18.71,0,5517.54,False,Ferramentas,2024-06-01,2024-11-16,2020-11-26,2024-11-06,9,77686.3,49.19,Renegociado,Telefone,Velit placeat tempore praesentium est beatae at quo.
125.387.904-41,Luigi Campos,Jornaleiro,True,36,Lopes,7395,Casado,2,653,False,34622.04,Parcelamento em Loja,2687.58,6,1.02,22.66,40,5707.0,True,Ferramentas,2022-05-10,2024-11-08,2022-11-10,2025-01-02,9,69252.12,38.01,Atrasado,Presencial,Est adipisci maiores quam neque ex doloremque corporis culpa nesciunt.
276.409.831-69,Benjamin da Conceição,Jogador de handebol,True,37,das Neves do Oeste,1988,Solteiro,0,485,False,9277.53,Parcelamento em Loja,2109.15,36,1.15,21.79,30,5825.62,True,Ferramentas,2023-02-07,2024-11-26,2024-03-09,2024-11-09,18,55444.0,14.87,Atrasado,Presencial,Sapiente quo laborum fugiat voluptatibus natus itaque ullam laboriosam quae.
347.106.589-00,Cauê Carvalho,Timoneiro,True,51,da Paz da Serra,2706,Solteiro,0,528,True,13896.35,Veículo,27839.02,12,1.94,35.83,10,5582.99,False,Eletrodomésticos,2022-02-07,2024-11-06,2024-02-02,2024-12-24,11,23674.22,46.32,Renegociado,Presencial,Consequuntur voluptas iure esse molestias quis.
715.920.684-30,Nicolas Vieira,Cambista,True,44,Ferreira dos Dourados,13085,Casado,0,526,True,23928.76,Pessoal,32580.2,24,2.61,10.1,30,3693.61,True,Eletrodomésticos,2022-09-03,2024-11-23,2023-02-05,2024-12-10,10,96869.91,41.49,Em dia,Telefone,Id nemo nihil unde suscipit at repellendus harum expedita porro alias similique.
253.018.476-35,Erick Santos,Moleiro,False,59,Carvalho do Amparo,9744,Divorciado,3,634,False,34998.96,Parcelamento em Loja,1195.45,36,1.96,13.67,0,901.84,False,Eletrônicos,2024-01-27,2024-12-02,2021-02-14,2024-12-29,13,74597.79,25.35,Em dia,Presencial,Ad doloribus et dolore dicta nihil.
589.341.067-00,Kevin Rezende,Lubrificador de máquinas,True,68,Moreira da Praia,18879,Solteiro,4,477,False,35289.8,Parcelamento em Loja,7458.85,12,0.67,6.96,30,6362.94,True,Móveis,2023-12-28,2024-11-21,2023-05-05,2024-12-31,13,32605.23,33.49,Atrasado,Presencial,Voluptate natus nulla vitae ipsam beatae odio officiis consequatur possimus.
679.834.051-20,Davi Luiz da Paz,Mágico,False,63,da Cunha de Azevedo,13626,Viúvo,4,709,False,28489.62,Imobiliário,45312.79,36,0.96,15.88,10,765.24,False,Eletrônicos,2023-01-17,2024-11-22,2022-10-11,2024-11-11,6,44987.45,27.07,Em dia,Telefone,Eum amet fuga iure ab facilis beatae minus.
178.542.960-49,Kevin da Luz,Co-piloto,False,38,da Costa da Prata,3555,Solteiro,4,325,False,29235.47,Pessoal,17209.07,6,2.04,35.9,10,8947.03,True,Ferramentas,2022-11-25,2024-11-23,2022-04-29,2024-12-03,18,45213.27,24.38,Em dia,Online,Impedit dignissimos error voluptates sequi nostrum totam nulla nam necessitatibus excepturi.
260.874.135-53,Elisa Jesus,Alpinista,False,33,Pinto,6798,Divorciado,4,527,False,42476.84,Parcelamento em Loja,26030.72,48,0.89,23.82,40,2765.86,False,Ferramentas,2023-06-12,2024-11-05,2022-02-18,2024-12-02,16,94751.36,17.64,Em dia,Online,Expedita eligendi omnis dolorum voluptas quidem soluta velit eos dolore quae.
253.946.017-80,Murilo Porto,Escriturário,False,56,Gomes do Oeste,6782,Casado,4,705,False,30182.78,Parcelamento em Loja,3077.24,12,1.59,6.33,0,5087.53,True,Móveis,2023-08-24,2024-11-28,2023-08-02,2024-12-30,5,17760.38,37.22,Renegociado,Online,Recusandae esse commodi necessitatibus nobis doloribus.
842.579.063-83,Catarina Fogaça,Militar da Marinha,True,21,Santos da Prata,6224,Solteiro,4,561,False,24010.09,Parcelamento em Loja,33534.35,36,2.13,33.76,0,9719.16,False,Móveis,2024-10-28,2024-11-26,2021-10-19,2024-11-22,1,29113.61,36.95,Renegociado,Telefone,Doloribus provident similique eius iste dolorem sunt soluta eaque minima perspiciatis omnis natus.
928.546.730-00,Ana Júlia Moreira,Carteiro,True,36,Carvalho do Galho,4107,Viúvo,0,314,False,3519.92,Veículo,17790.69,48,1.96,16.79,20,246.11,True,Eletrônicos,2021-11-21,2024-11-26,2022-10-04,2024-11-06,16,51982.89,11.52,Em dia,Presencial,Dolore nihil magnam consectetur quam quam dolor.
019.542.863-33,Isis da Cunha,Produtor musical,False,32,Ferreira,11262,Viúvo,0,710,False,40713.92,Imobiliário,36663.59,48,2.89,34.3,30,1260.16,False,Ferramentas,2023-02-11,2024-11-25,2021-09-13,2024-12-18,1,22339.31,35.6,Renegociado,Telefone,Pariatur modi quo minima similique earum dolorum aut ab tempora necessitatibus consectetur porro.
907.542.618-67,Laura Pereira,Jogador de vôlei,False,60,Rezende,4297,Casado,1,520,False,8068.62,Pessoal,17726.24,36,0.63,22.54,10,9700.93,True,Eletrodomésticos,2022-12-15,2024-11-09,2023-10-10,2024-11-29,11,47838.65,22.06,Renegociado,Telefone,Similique quis laboriosam error sed expedita enim.
647.059.132-99,Mariana Pinto,Aeroviário,True,22,Azevedo do Campo,10284,Casado,2,568,True,6565.28,Veículo,38910.48,12,1.48,8.77,0,4481.98,False,Eletrodomésticos,2022-09-18,2024-11-26,2024-07-08,2024-12-31,10,36498.76,38.27,Renegociado,Online,Fuga labore nesciunt similique commodi doloribus aliquam eius inventore esse ut.
793.241.685-09,Lucca Aragão,Profissional de relações internacionais,True,44,Ribeiro,16762,Solteiro,1,385,True,13003.99,Pessoal,21599.19,6,2.65,7.8,40,911.12,False,Móveis,2022-06-16,2024-11-17,2022-01-07,2024-11-21,17,95223.13,40.91,Renegociado,Online,Quam dolore amet ad tempore soluta autem.
562.874.013-62,Lara Cardoso,Figurante,True,20,Rezende,3714,Viúvo,1,739,True,37974.14,Veículo,18901.78,24,0.7,15.77,30,2538.83,True,Eletrônicos,2023-02-07,2024-11-21,2024-06-01,2024-12-14,7,98056.43,48.86,Renegociado,Online,Dignissimos sint ex hic explicabo provident hic.
714.385.069-10,Noah Teixeira,Angiologista,True,24,Moura Verde,12785,Solteiro,0,503,False,20547.22,Imobiliário,38446.74,24,1.95,17.26,40,4864.82,True,Móveis,2021-12-14,2024-11-16,2022-11-15,2025-01-02,12,40314.41,28.11,Em dia,Telefone,Neque occaecati saepe vitae nam inventore rem ullam non velit.
693.812.407-87,Marcos Vinicius da Luz,Supervisor,True,48,Azevedo Alegre,15388,Viúvo,0,615,False,1203.15,Parcelamento em Loja,47767.61,24,0.6,10.53,20,2001.43,True,Móveis,2021-12-19,2024-11-18,2022-07-04,2024-12-30,20,68206.74,27.43,Atrasado,Online,Provident mollitia deleniti possimus id dolore asperiores vel mollitia.
789.326.041-69,João Miguel Rezende,Tatuador,True,66,Moraes,15772,Viúvo,2,464,False,6974.1,Parcelamento em Loja,39662.14,24,2.07,17.72,10,5500.08,True,Ferramentas,2024-08-13,2024-11-22,2021-12-28,2024-12-15,18,4689.99,26.76,Em dia,Telefone,Suscipit eos delectus repudiandae culpa perferendis.
873.142.096-69,Lorenzo Gomes,Técnico em agropecuária,True,31,da Cruz,5087,Casado,4,327,False,44022.58,Pessoal,21613.67,48,2.1,10.29,30,8500.94,False,Móveis,2024-08-01,2024-11-17,2021-07-12,2024-12-30,20,11719.43,30.82,Atrasado,Presencial,Alias dolorum est eos eaque dignissimos autem.
794.805.361-10,Maria Eduarda Rocha,Roteirista,True,52,Ribeiro Alegre,4140,Casado,1,758,False,1075.47,Pessoal,4930.24,6,2.02,21.6,30,3108.06,False,Eletrônicos,2023-08-21,2024-11-28,2022-11-21,2024-12-11,12,40828.47,29.69,Em dia,Presencial,Doloremque iste neque magnam possimus reiciendis id reprehenderit rerum.
569.038.172-12,Isaac Cunha,Médico geneticista,False,43,Castro da Serra,12006,Casado,2,716,True,45805.12,Imobiliário,30130.41,6,1.45,12.14,30,2731.4,True,Eletrodomésticos,2022-03-07,2024-11-12,2021-10-13,2024-12-03,14,99320.05,17.06,Em dia,Telefone,Mollitia temporibus veniam et provident consequuntur.
167.842.035-26,Sra. Catarina da Costa,Arqueólogo,False,57,Lima da Serra,11863,Divorciado,2,432,False,2666.04,Pessoal,43664.65,24,2.48,8.97,0,6288.49,True,Móveis,2023-05-31,2024-11-13,2022-09-16,2024-12-28,11,67734.63,29.47,Atrasado,Online,Fugit nesciunt amet suscipit officiis officia voluptas ipsa enim.
658.421.973-91,Alexandre Alves,Guincheiro,True,28,Viana de da Mata,5312,Viúvo,0,507,False,16638.72,Parcelamento em Loja,1179.21,6,2.27,18.08,40,9003.89,False,Eletrônicos,2023-10-28,2024-11-15,2024-09-10,2025-01-02,10,42744.45,42.56,Atrasado,Presencial,Ea voluptatibus error sapiente animi dolorem recusandae rerum veniam cum repellendus.
809.712.345-23,Sabrina Moura,Cineasta,True,30,Pires,12900,Divorciado,2,320,True,38978.79,Imobiliário,34714.63,36,1.26,11.3,30,1537.76,True,Eletrônicos,2022-06-22,2024-12-03,2021-05-31,2025-01-02,10,37740.2,13.26,Em dia,Presencial,Velit in excepturi ipsum excepturi sit ullam cum dicta maxime corrupti recusandae ab.
289.746.135-73,Juliana Peixoto,Motorista,False,29,Pinto de Nunes,16199,Divorciado,4,842,False,32968.75,Pessoal,33253.53,36,2.53,13.71,10,6043.63,False,Móveis,2023-09-29,2024-11-30,2020-12-01,2024-12-19,19,63757.04,43.0,Em dia,Telefone,Consequatur illo voluptatibus dolor soluta dolorem.
957.842.301-23,Sofia Moura,Violonista,True,58,Farias de Fernandes,6031,Viúvo,3,472,True,12227.43,Imobiliário,17794.21,48,1.3,8.1,10,9594.0,False,Ferramentas,2024-07-04,2024-12-04,2024-03-02,2024-11-13,1,39152.06,34.1,Renegociado,Online,Deserunt illum ipsam quasi commodi tempore quos facilis.
516.420.387-17,Luiza Lima,Militar do Exército,True,29,Mendes do Amparo,3422,Divorciado,4,777,True,45650.99,Imobiliário,4343.62,36,2.63,10.53,0,2598.3,True,Eletrônicos,2023-06-21,2024-11-30,2021-11-04,2024-12-25,2,74621.35,33.0,Em dia,Presencial,Ipsa incidunt quod non expedita repellendus.
072.456.398-92,Maria Sophia Cardoso,Engenheiro têxtil,False,67,Jesus do Norte,11033,Solteiro,4,314,False,12421.38,Imobiliário,38445.0,36,2.21,26.26,10,5143.08,True,Eletrônicos,2024-03-16,2024-11-14,2023-08-04,2024-12-03,10,12346.88,11.52,Em dia,Presencial,Tempore animi eius fuga animi velit cupiditate doloremque neque.
013.972.568-77,Alícia Costa,Aeromoça,True,52,Santos,7346,Solteiro,0,340,True,28800.59,Pessoal,7737.83,6,2.21,26.84,20,3805.22,False,Móveis,2022-07-06,2024-11-06,2022-11-29,2024-11-19,9,55023.82,16.22,Em dia,Telefone,Repellendus cupiditate adipisci earum ullam recusandae aliquid molestiae itaque.
367.850.124-90,Maria Fernanda da Cruz,Confeiteiro,True,30,Peixoto,16860,Viúvo,0,477,False,15655.49,Imobiliário,33620.66,24,2.69,12.25,30,3085.29,True,Eletrodomésticos,2024-05-15,2024-11-23,2022-06-25,2024-12-26,9,31113.06,20.91,Renegociado,Telefone,Repellat reiciendis totam accusamus iste cum cum reiciendis eos sunt animi repellendus quam.
857.432.196-64,Vitor Hugo Pinto,Headhunter,True,38,Fogaça Verde,16513,Casado,3,555,True,45600.32,Imobiliário,25468.47,6,1.85,18.41,40,7704.6,False,Eletrodomésticos,2023-09-25,2024-11-22,2021-10-11,2024-12-10,5,13158.26,47.72,Renegociado,Telefone,Optio molestias quas vero rerum labore odio libero repudiandae.
854.731.692-28,Vitor Monteiro,Orientador educacional,False,67,Araújo da Serra,5026,Casado,0,461,False,14256.88,Imobiliário,5224.64,12,1.31,8.48,40,775.64,False,Eletrodomésticos,2023-03-07,2024-11-07,2023-03-12,2024-12-31,8,38678.76,19.42,Em dia,Online,Autem ratione nobis similique unde amet facere molestiae modi ullam culpa.
348.519.267-82,Rafaela Rodrigues,Ortopedista,True,29,Jesus,18436,Viúvo,3,493,True,19281.76,Pessoal,589.9,24,2.01,22.94,10,5934.01,True,Eletrônicos,2022-04-21,2024-11-16,2023-01-05,2024-12-12,9,5094.34,24.51,Atrasado,Online,Occaecati excepturi sit aperiam culpa nisi rem nesciunt porro harum quis eligendi.
849.075.312-14,Olivia Moura,Diplomata,True,43,Cunha,10159,Viúvo,0,498,False,37676.81,Imobiliário,3402.45,48,2.83,28.85,0,3049.44,True,Ferramentas,2023-01-03,2024-11-09,2023-07-30,2024-12-30,14,90698.7,17.51,Renegociado,Telefone,Totam quam corporis dolorum dolorum deleniti nemo velit recusandae.
240.957.613-34,Srta. Milena Nogueira,Grafologista,False,32,Melo,12759,Divorciado,2,498,False,13992.67,Imobiliário,43855.42,48,2.57,16.32,40,8082.51,True,Móveis,2023-10-14,2024-11-12,2024-10-25,2024-11-29,12,80035.95,16.07,Atrasado,Online,Consectetur assumenda aliquid minus vitae aliquam possimus.
738.642.509-00,Sarah Farias,Transportador,False,70,Carvalho,6404,Casado,0,667,False,11867.19,Veículo,30418.78,6,2.84,29.03,0,1125.83,False,Eletrônicos,2023-01-07,2024-11-09,2021-06-17,2024-11-19,8,43321.71,14.67,Renegociado,Presencial,Impedit ullam nostrum pariatur tempora tempore iste amet repudiandae eos alias occaecati dolorem.
938.054.126-06,Lucca Azevedo,Pedicure,False,39,da Conceição da Praia,15576,Casado,0,349,False,16637.16,Pessoal,30705.38,6,1.01,21.53,40,3188.6,True,Móveis,2022-09-08,2024-12-04,2021-04-24,2024-12-07,4,37827.34,27.36,Atrasado,Telefone,Explicabo nesciunt nulla dolorum explicabo nisi quasi.
016.253.974-61,Sr. Samuel da Conceição,Jóquei,True,63,Novaes de da Cunha,13719,Solteiro,2,485,True,32308.29,Parcelamento em Loja,26846.8,48,1.02,35.44,0,3329.5,True,Móveis,2024-06-04,2024-12-01,2021-12-25,2024-12-29,18,56703.97,37.67,Atrasado,Telefone,Laudantium cupiditate consequuntur laudantium harum ducimus dolore.
082.356.479-74,Otávio Ramos,Pára-quedista,True,26,Almeida de da Conceição,6509,Solteiro,1,748,True,46530.23,Imobiliário,48052.53,48,0.66,15.43,10,4992.56,True,Ferramentas,2023-10-10,2024-11-07,2023-11-30,2024-11-14,1,68569.95,16.42,Renegociado,Presencial,Delectus accusantium similique corrupti beatae debitis perspiciatis placeat ea soluta fugit.
459.806.127-85,Bianca Fernandes,Atendente,False,50,da Luz,11261,Casado,2,842,True,30594.43,Veículo,3167.07,6,0.88,8.45,10,5574.85,False,Móveis,2023-01-21,2024-11-17,2022-06-04,2024-12-03,5,70562.46,45.35,Renegociado,Telefone,Tenetur qui a molestiae deserunt voluptate eos ipsam.
269.035.174-99,Otávio da Cruz,Controller,True,40,Lima de Minas,10123,Solteiro,4,810,False,28409.13,Parcelamento em Loja,40356.42,6,2.17,18.25,40,7822.33,False,Eletrodomésticos,2022-07-16,2024-11-08,2023-01-24,2024-11-07,17,46239.13,38.37,Em dia,Online,Esse saepe libero nobis ullam accusamus.
094.768.213-96,Carlos Eduardo Carvalho,Técnico de som,True,24,Duarte,19787,Viúvo,2,544,False,33275.94,Veículo,35079.65,24,2.72,6.87,10,8811.16,True,Eletrodomésticos,2024-05-04,2024-11-30,2021-12-05,2024-12-23,20,55732.32,23.67,Renegociado,Presencial,Accusantium cumque similique nostrum fugiat magni expedita nostrum soluta deleniti placeat.
897.143.205-50,Raquel Nogueira,Cobrador de pedágio,False,65,Pinto,15692,Divorciado,2,653,False,38910.09,Veículo,10459.56,24,2.56,8.2,40,3737.93,False,Eletrônicos,2022-05-23,2024-11-17,2023-10-12,2024-12-05,12,88900.16,13.45,Renegociado,Presencial,Ducimus praesentium delectus incidunt omnis cum soluta qui impedit eaque iste libero.
527.981.064-94,Rafaela Cardoso,Guarda roupeiro,True,54,Farias,18211,Viúvo,0,445,True,13104.21,Parcelamento em Loja,20173.71,48,1.67,17.14,20,4746.48,False,Eletrônicos,2023-03-21,2024-11-26,2021-04-07,2024-12-30,14,89304.0,20.55,Em dia,Telefone,Recusandae cum facere corrupti in suscipit expedita assumenda repellat consequatur.
432.958.671-19,Caroline Pereira,Técnico de som,False,63,Moura,18244,Solteiro,4,762,False,37831.98,Imobiliário,16779.92,48,1.45,35.42,40,4672.83,True,Eletrodomésticos,2021-12-01,2024-11-12,2022-01-01,2024-11-23,20,8704.43,29.23,Atrasado,Online,Nemo unde corrupti enim architecto unde veritatis quisquam dolor corrupti.
169.783.204-04,Kevin Fernandes,Vereador,False,54,Rocha,9347,Divorciado,4,760,False,28423.01,Parcelamento em Loja,21343.76,24,0.74,30.31,0,4550.27,False,Móveis,2022-05-16,2024-11-19,2024-07-06,2024-11-22,10,90613.55,42.27,Em dia,Telefone,Et pariatur neque doloremque doloribus pariatur repellat officia cupiditate numquam.
463.725.980-00,Sra. Lívia Teixeira,Produtor fonográfico,True,40,Monteiro,15301,Casado,4,743,False,46833.13,Parcelamento em Loja,15181.87,12,2.52,15.71,10,7430.49,True,Ferramentas,2022-01-25,2024-11-11,2023-08-24,2024-11-23,9,70998.1,21.16,Em dia,Telefone,Optio veritatis aliquam fugiat excepturi ea maiores officia mollitia.
453.086.719-66,Isis Lima,Gestor de qualidade,False,45,Ribeiro,12662,Casado,0,774,True,11914.15,Parcelamento em Loja,12720.7,48,2.5,33.92,30,5819.9,False,Ferramentas,2023-03-27,2024-11-26,2023-01-16,2024-11-15,17,87047.8,10.54,Em dia,Presencial,Deserunt quam dolore modi sed aliquam nemo.
684.502.739-00,Sra. Sophia Carvalho,Ministro,True,52,da Rosa do Amparo,7305,Divorciado,2,710,False,23616.22,Pessoal,24596.49,48,2.31,28.41,20,9973.31,False,Móveis,2024-03-12,2024-11-18,2024-03-30,2024-11-22,4,91028.56,31.48,Atrasado,Online,Provident culpa reprehenderit assumenda sed atque repudiandae quos.
327.194.865-82,Pedro Miguel Monteiro,Urologista,False,32,Rezende de Goiás,11086,Divorciado,0,512,True,20499.66,Veículo,7292.07,6,0.89,14.42,0,5870.29,False,Ferramentas,2023-11-16,2024-11-14,2022-03-01,2024-11-26,5,15987.92,26.94,Atrasado,Telefone,Quibusdam maiores tenetur beatae fuga corrupti ipsa impedit libero illo.
839.540.721-14,Gabriel da Rocha,Cinegrafista,True,62,Nogueira,18170,Viúvo,2,481,False,4326.67,Veículo,48546.08,48,1.17,8.69,40,1611.13,False,Eletrônicos,2023-05-31,2024-11-16,2024-01-08,2024-12-03,1,64312.9,24.62,Em dia,Telefone,Aut nesciunt minus ea modi harum.
190.645.827-85,Sra. Pietra Lima,Enólogo,True,35,Lopes,16758,Viúvo,3,773,False,31260.85,Pessoal,1379.77,48,2.03,27.86,0,1603.08,True,Ferramentas,2022-06-13,2024-11-24,2022-07-25,2024-11-18,17,15446.66,18.73,Renegociado,Online,Quibusdam saepe perferendis aliquam harum necessitatibus magnam ut ipsam.
257.081.364-80,Davi Luiz Rodrigues,Técnico em aviação,False,32,Nunes,18563,Divorciado,2,499,False,27200.3,Pessoal,32057.89,6,0.94,25.89,30,824.45,True,Eletrodomésticos,2023-03-09,2024-11-20,2020-12-06,2024-12-16,14,74227.87,27.64,Renegociado,Presencial,Laboriosam rerum maxime quod vero odit eligendi sit quibusdam quod blanditiis ipsa.
072.435.981-88,Caio Campos,Figurante,False,24,Gomes das Pedras,10282,Viúvo,2,836,False,32885.77,Imobiliário,2095.08,12,1.76,6.37,30,9873.74,False,Móveis,2023-06-10,2024-11-13,2021-02-10,2024-12-14,4,26674.9,39.41,Atrasado,Presencial,Dolor omnis beatae consequuntur ut repellat debitis.
406.281.539-70,Sra. Marcela Peixoto,Juiz de direito,False,66,Teixeira de Minas,3386,Divorciado,4,338,False,10108.32,Pessoal,18183.88,48,1.58,13.49,0,8035.13,True,Ferramentas,2024-03-08,2024-11-30,2023-04-05,2024-12-29,2,98036.88,33.46,Atrasado,Presencial,Delectus esse aperiam eligendi nostrum minus recusandae beatae.
510.736.284-26,Esther Pinto,Ator,True,19,Rodrigues Verde,14811,Divorciado,1,389,False,2711.61,Veículo,2970.66,36,1.47,16.53,40,5021.36,True,Móveis,2021-12-14,2024-11-08,2024-08-10,2024-12-29,15,4744.76,24.21,Em dia,Presencial,Vel totam necessitatibus similique sint at sint ipsum repudiandae illo non voluptate.
265.387.409-10,Davi Moura,Supervisor,True,18,das Neves,2883,Viúvo,1,696,False,22861.38,Veículo,43925.65,6,2.33,19.46,30,8407.37,True,Móveis,2024-07-08,2024-11-16,2021-04-20,2024-11-10,5,59225.72,46.14,Renegociado,Telefone,Nemo minima officiis maiores dicta quasi accusantium dolor inventore.
512.436.870-53,Thales Cunha,Nutrologista,False,49,Duarte,3061,Divorciado,2,352,True,7132.61,Imobiliário,27294.42,6,0.89,6.73,10,8631.98,False,Eletrodomésticos,2023-09-10,2024-11-09,2021-11-14,2024-12-14,5,92679.57,11.45,Atrasado,Online,Accusantium porro cumque a a vel quibusdam molestiae deserunt id sit.
094.357.621-07,Luigi da Mata,Investigador de Polícia,True,60,Moreira Alegre,2946,Viúvo,3,557,False,37270.24,Parcelamento em Loja,920.35,24,1.2,33.79,0,5410.46,True,Eletrônicos,2024-08-05,2024-11-07,2024-09-01,2024-11-07,1,44320.91,36.85,Atrasado,Online,Eum aliquid repellat earum suscipit tempore.
397.216.540-43,Ana Sophia Porto,Musicoterapeuta,True,56,Novaes,6823,Casado,3,653,False,17614.59,Parcelamento em Loja,32485.24,24,2.38,6.16,20,330.89,False,Ferramentas,2023-03-23,2024-12-02,2022-01-18,2024-12-29,7,7292.14,35.02,Renegociado,Online,Quae vel mollitia cum in repellat cupiditate quod quisquam aperiam iste modi inventore.
069.187.423-96,Clara da Mata,Recepcionista,False,54,Dias,14994,Divorciado,4,818,False,2609.61,Pessoal,49161.56,24,1.64,9.49,40,4857.83,False,Móveis,2023-07-12,2024-11-13,2021-12-01,2024-12-20,8,77280.79,10.45,Em dia,Telefone,Quidem ut similique debitis nam suscipit sunt magnam tempora perferendis sunt.
703.589.462-47,Benício da Mata,Técnico em aviação,True,68,Sales,5653,Solteiro,3,336,False,25841.96,Pessoal,32395.06,24,2.38,14.3,10,5694.88,False,Eletrônicos,2022-08-08,2024-11-18,2024-04-15,2024-11-20,4,38679.7,31.17,Em dia,Telefone,Dolor laborum tempore assumenda excepturi beatae occaecati molestiae.
024.157.836-17,Francisco Oliveira,Corregedor de justiça,True,35,Barbosa,2204,Viúvo,4,442,False,21258.39,Pessoal,9520.33,6,2.16,15.43,10,6513.54,False,Eletrônicos,2023-03-27,2024-12-01,2021-11-19,2024-12-13,18,93938.66,11.42,Em dia,Presencial,Debitis iste dolorum mollitia vitae autem voluptate deleniti optio ratione dicta.
